л,text,label
Форрест Гамп,"Буквально все на каждом шагу твердят: 'Форрест Гамп - самый лучший фильм, что я когда-либо видел!' или 'Это шедевр кинематографа!', но, если честно, я не соглашусь. Не представляю, ребят, чем вас зацепил этот фильм. Вы, возможно, сейчас про меня подумаете, что я глупая, не понимаю его смысла и прочее. Бла-бла-бла! Пусть так. Это вашее мнение. А я выскажу свое.

На страницах в социальных сетях постоянно натыкаюсь на фразу из фильма: «Жизнь — как коробка конфет. Никогда не знаешь что внутри». Цитату эту нахожу в статусах у многих знакомых и неизвестных мне людей. Причем по любому поводу. И чаще всего ее используют ни к месту. Это уже вошло в привычку или в моду - называйте, как вам больше нравится. И создается ощущение, что и 'Форрест Гамп' - очередной порыв общественного мнения. Скажем, стадное чувство.

Вот несколько лет назад был ажиотаж на 'Сумерки', теперь же все дружно начали восхвалять этот фильм, хотя в 10-ке лучших, на мой взгляд, ему места нет. Существуют более глубокие картины, оставляющие неизгладимые впечатления. Эта же хороша, но не настолько, чтобы ее перехваливать.

Действительно стоящий уважения момент - когда Форрест смог убежать от малолетних придурков, издевающихся над его неполноценностью. Через силу совершил невозможное.

В целом, фильм заслуживает просмотра, но делаю рецензию только красной (и никакой другой), потому что 'Форреста' переоценивают. И знаете, когда на каждом углу повторяют об уникальности шедевра, он теряет свою значимость!",-1
Форрест Гамп,"Это именно сказка, потому как в реальной жизни такое просто невозможно.

Весь фильм рассчитан на сопереживание герою(ям). Потому что любой порядочный человек будет переживать слабоумному, безногому и т.д. А уж когда у идиота, несмотря на все, жизнь ого-го как складывается, то нужно же радоваться? Вот и весь успех фильма.

Здесь по сути дела все от и до иллюзия. Иллюзия, что жизнь может так легко сложиться даже у идиота.

В фильме показано становление личности. Тут и спорт, и война (к слову слабоумных в армию не берут), поствоенный период с 3-летними пробежками, от которых у кенийских бегунов отпадет челюсть... и наконец-то - семья. Тут и боль утраты, и радость новой жизни. Ну как не смахнуть слезу?

Вот на это и рассчитано такое с позволения сказать 'кино' - задеть человеческие чувства и не оставить равнодушным. Испытывать радость и печаль.

Все бы ничего, НО это все сказка. И никакого смысла, идеи, морали фильм в себе не несет. Просто покупайте, смотрите и принимайте это все за правду, тогда вы поверите в сказку. Хотя и большинство из этого возраста уже давно вышло.",-1
Форрест Гамп,"
Фильм посмотрел из-за высокого рейтинга. По-моему, заслуживает он своего места, фильм хороший, но мне не очень понравился. О плюсах писать не буду, только о том, что не понравилось:

1: Не понравилась основа, на которой держится весь фильм. Она такая же, как у 'Побега из Шоушенка': Форрест Гамп комментирует почти каждое событие, действие из своих воспоминаний. Например: 'Я (форрест Гамп) купил лодку, потом я на ней поплыл ловить креветок, поймал целую кучу'. А ещё Форрест, как Энди Дюфрейн, добивается многого с нуля. Но у Энди был ум, опыт, а с Форрестом ситуация сказачной какой-то получается. Он добивался всего желанием, что странно, мне показалось так.

2: Форрест не вызвал у меня ни сочувствия, ни каких-либо других чувств. Мне показалось, что представлен герой для того, чтобы им удивляться: как человек с такими возможностями и положением в обществе смог не растеряться и добиться поставленных целей. Я таких людей не встречал и сомневаюсь, что они существуют. Автор героя как будто специально придумал его таким, чтобы он пробуждал разные чувства в зрителях. Можно придумать много чего такого, чтобы оно не оставляло равнодушие в сердцах людей. И будет ли это правдой, меня не волнует. Но данный фильм не позиционирует, как фантастика, так что извините, сказка это.

3: Маленькая деталь, на которую я хочу обратить внимание. Показался этот момент фильма полной чушью: это когда Гамп решил бежать и бежать. Испортили этим моментом, я так считаю, реализм фильма. Бежал он ТРИ ГОДА. Бред... Хоть и останавливался, всё равно. И о нём писали в прессе: вот такой человек, который является примером для окружающих, даёт им фору. Всех своим бегом завлёк. Каждый новый кадр менялась футболка на нём. И где он столько денег взял, чтобы есть? Наверное, люди ему помогали, но это тоже ерунда. В реальности на него не обращал бы никто внимание, за ним бы никто не побежал. Увидев его на улице, каждый бы подумал, что просто тренируется человек. Кому он нужен бы был?

Подведу итог: О фильме много чего плохого не могу сказать, фильм - гений. Могу говорить плохо только о своих впечатлениях и предположениях. Фильм мне, в общем, показался скучным, незахватывающим. Пересматривать вряд ли буду. Всё равно всем советую посмотреть.",-1
Форрест Гамп,"Фильм этот я смотрела лет так 4-5 назад. Его столько нахваливали, как великолепную мелодраму, ставили по 'душераздирающему эффекту' в один ряд с 'Зеленой милей', 'Титаником'... Я как любитель таких фильмов, конечно же, очень захотела его посмотреть. И? Что это? Это в пустую потраченное время.. Его никак нельзя сравнивать по зрелищности с Милей или Титаником.. Ну никак! Если при просмотре упомянутых фильмов меня захлестывали эмоции, то при просмотре этого фильма, меня посещала только она мысль 'Ну когда же конец?'

Нет, конечно, Форрест Гамп как герой вызывает добрые чувства. Но сам фильм просто ужас. И хоть начало было вполне интересным.. дальше стало просто скучно. Никак и ничем не запоминается. Единственный плюс, это блистательный Том Хенкс в главной роли и все тут.
",-1
Форрест Гамп,"Именно этими словами я начну свою рецензию. За что, скажите мне, каждый встречный поперечный хвалит этот фильм? За героя - идиота, за философию дурака?

Оригинально написанная книга высмеивает пресловутую 'Американскую мечту', уверенной походкой к которой идет Форрест Гамп, как раз потому, что по задумке автора её может добиться любой дурак. А душещипательная история Форреста не вызывает у меня никакого слезного рефлекса. Игра Тома Хэнкса не впечатляет никак.

Так почему же фильм, где герой через каждые 5 минут вставляет успевшее надоесть 'мама говорила' - шедевр 20 века?Потому что он доносит до нас топорную мысль: стань идиотом - получи счастье? Не думай ни о чем, просто делай все, что тебе говорят и вуаля...Просто Иванушка-дурачок и семеро козлят. Такое везение случается с одним на миллион, а если этот счастливчик еще и кретин, то 100% им нужно восхитится!

Итог: сценарий - 0

идея - высосана из пальца и не реалистична

4 из 10

P.S жизнь - это коробка конфет, никогда не знаешь, какая начинка тебе попадется, но быть идиотом - это далеко не конфеты.",-1
Форрест Гамп,"Фильм, который мне столько раз советовали, о котором я прочитала столько отзывов...не впечатлил...

Самое забавное, что у меня нет к нему претензий. Ну разве что длинноват, на втором часу просмотра я уснула. До конца досматривала в другой раз.

При всем при том, что я очень люблю такие фильмы - мелодрамы, драмы, люблю глубокое кино...'Форрест Гамп' не произвел на меня впечатления. Он меня не изменил. О нем я не буду вспоминать. И пересматривать его тоже не буду - потому что пересмотрела уже три раза, пытаясь понять, что же со мной такое, если я не смогла оценить должным образом сей 'шедевр'. Смотрела несколько раз в надежде прозреть и увидеть ранее скрытое. Ну ведь бывает так. При первом просмотре не всегда все понятно. Не помог ни второй, ни третий.

Фильм хороший. Это действительно так. Однако совсем не зацепляет и не трогает, на него смотришь со стороны и не становишься ближе к нему ни на шаг...

Не понимаю тех, кто отмечает потрясающую игру Робин Райт, актрисы из 'Санта-Барбары', сыгравшую здесь подружку Форреста, любимую Форрестра, жену Форреста... Обычная взбалмошная, не осознающая, что она делает, девушка, которая просто-напросто ведет себя глупо.

К Тому Хэнксу претензий нет. Он отличный актер.

Жаль признавать, что шедевральный фильм прошел мимо меня. Может, я правда в нем чего-то не увидела. Но я знаю массу других фильмов, которые, может быть, и получили меньше Оскаров, или вообще не получили, собрали меньше денег, но которые тронули меня намного больше, которые я полюбила намного больше и до сих пор не перестаю любить.

За хороший фильм, от которого ждала большего
",-1
Форрест Гамп,"
Как и многие другие я посмотрела эту картину доверившись топ-листу. Ждала чего-то грандиозного, но эмоций не то чтобы сказать ноль, просто они не вызвали во мне ничего такого, что заставило бы меня уйти в себя, задуматься о чем-то важном, прочувствовать все события до мозга костей, или хотя бы пересмотреть Форреста Гампа еще раз. И все же отрицательный отзыв.

Фильм-то себе так вовсе неплох, он наделен и смыслом, и неплохой игрой актеров. Он учит нас быть проще, искреннее. Это фильм о восприятии того, что нас окружает с точки зрения глупого добряка Форреста, напоминающего милосердного ребенка. Только глубоко в сердце это не осело.

Сама же картина тянется изнуряюще долго, при всем своем сером цвете. Наверное, она бы понравилась мне больше, если бы была из того ряда 'серых фильмов' прелесть которых как раз заключается в этой нависшей повседневности полной реальных проблем, радостей и печали, давящих на психику. Я-то из себя не выжала ни слезинки, ни улыбки, ни чего-то другого. История простофили и в общем-то везунчика, так покорившего сердца миллионов зрителей, скорее всего, из-за пылкого уважения к главному герою, лично меня не зацепила. И столь высокое место в топе, опять же на мой взгляд, не оправдано, потому что в фильме нет даже ничего подкупающего. Смотреть особо-то не на что, такие вещи лучше читать.",-1
Форрест Гамп,"Я чувствую, что сейчас мне с пеной у рта многие кинутся доказывать, что я не прав, но ведь на то она и свобода совести, чтобы иметь собственное мнение. Конечно, здесь нет ни одного критического отзыва, всем уважаемым посетителям этого сайта 'Форрест Гамп ' нравится. Но давайте просто попытаемся посмотреть на ленту логически. Я посмотрел и объясню, почему мне эта лента не понравилась!

1) Сценарий. Все знают этот фильм, но никто не знает первоисточник - сатирический роман Винсента Грума с одноименным названием. Сценаристы перевернули всё с ног на голову, придав тут мелодраматические оттенки, развили любовную тему и т. д. На самом деле, Гамп в книге хотя и полный идиот, но это не мешает ему быть самовлюбленным и циничным. Сразу же скажу, что если бы экранизировали роман без изменений, то на эту роль нельзя было бы найти никого, кроме Билла Мюррея. Все персонажи в книге совершали глупые поступки и это всё вплеталось в общую канву. По роману Грума, все успехи Америки за последние 50 лет получились благодаря череде случайностей, а не благодаря каким-то суперидеям и людям. По сути дела, роман анти-американский, это скорее пасквиль. А сам Гамп - пародия на 'Великую Американскую Мечту ' и на то, что ее 'даже идиот может раелизовать '. Как минимум, здесь речь идет о некорректной экранизации, иначе 'Гамп ' был бы великолепной сатирической комедией, а не глупо-сопливой псевдоисторической мелодрамой.

2) Персонажи. Если начать анализировать, в фильме нет ни одного психически нормального человека, давайте посмотрим: Гамп - полный идиот, Дженни - жертва папаши-педофила, с поврежденной психикой, не знающая, где бы ей повеситься. Она - алкоголичка, нимфоманка и наркоманка - хороший боекомплект. Бубба - у него дебилизм и плюс к этому прослеживаются черты паранойи (зацикленность на одном - на креветках) и 'заячья губа '. Лейтенант Дэн - инвалид, у которого типичные черты вьетнамского синдрома, страдает сильными неврозами. Мать Гампа ещё вроде ничего, но становится ясно, что она - женщина аморальная, готовая ради своих целей пойти на всё. Остальные характеры особо не прописаны, но и они ставят под сомнение психическое состояние персонажей. И тут нам показывают реальную жизнь, в которую пытаются играть нереальные люди, скажем так, с психическими отклонениями.

3) История. По череде событий фильм напоминает дополнительное пособие к учебнику по современной американской истории, прокручивая основные события США с 50-х годов. Только американцам лучше такое пособие не смотреть, а то будут думать, что за всю их историю ответственен Форрест Гамп. Кстати, странно, что его в конце не избрали президентом США, ведь он так много сделал для Америки. Хотя, в сознании американцев этот тезис аукнулся потом - не зря же они избрали Джорджа Буша-младшего.

4) Режиссура. Руки Земекиса здесь не чувствуется. Как он не пыжился, ему не удалось создать свой мир в фильме и придать ему определенную атмосферу - то, что у него получилось в 'Назад в будущее ' и Кто подставил кролика Роджера? '

5) Спецэффекты. Этот фильм за них получил 'Оскара '. Где эти спецэффекты? Или добавить Тома Хэнкса в пару кадров старой хроники заслуживает целый 'Оскар '? Кстати, на что потратили 55 млн. долларов? Не видно! Вот на 'Матрицу ' потратили 60 млн. , там все понятно.

6) Актеры. Более ли менее нормально сыграл Гари Синиз - он заслуживал 'Оскара ', а вот Хэнск сидел с глупым лицом большую часть времени. Остальные просто не впечатлили. Робин Райт доказала, что её удел - это сериал 'Санта-Барбара '. Кстати, в Голливуде уже давно известно 'золотое правило ': хочешь получить 'Оскар ', сыграй какого-нибудь дебила, дауна или больного - успех обеспечен.

7) Успех фильма. Все награды фильму обусловлены удачной и новаторской маркетинговой кампании, впервые тогда широко примененной, и как результат, огромными кассовыми сборами. Именно это и сыграло решающую роль при раздаче наград. А если говорить объективно, 'Побег из Шоушенка ' или 'Криминальное чтиво ' - это те ленты, которые действительно были достойны наград в тот год. Одно из подтверждений 'оскаровского ' другого правила, что при выборе победителя большую роль играют кассовые сборы, а не художественное достоинство.

Многие со мной не согласятся, но мне кажется, что каждый человек может иметь свое мнение и не надо ограничивать его.

В общем, нас лишили неплохой сатирической комедии, поэтому 'Гамп ' получает:",-1
Общество мёртвых поэтов,"Общество мертвых поэтов» — это еще одна история, как людей еще с ранних лет подготавливают к существованию в тоталитарной машине. Ведь что, как ни школа с методами воспитания, которые старше экскрементов мамонта, может познакомить с жизнью по правилам без намека на кнут и пряник. Только кнут, кнут и еще раз тебе кнутом по горбу! Даже банально твоего мнения не спросит, но тут уже режиссера Остапа, как говорится, понесло, ведь этой способности по сюжету лишены даже родители учащихся показанной школы. И как правило, всякие новаторы, которые используют нестандартные методы обучения, чтобы заинтересовать своим предметом, точно не могут рассчитывать на хэппи-энд. В большинстве случаев.

Вспоминается фильм 2005 года «Хористы», но принципиальное отличие в том, что дети из французского фильма были малолетними гаденышами и учились в жестком интернате, и чтобы их сконцентрировать, новый учитель воздействует на них участием в хоре. Здесь же молодой учитель Джон Китинг, сыгранный Робином Уильямсом, приходит работать в лучшую академию США, и свой первый урок начинает с фразы «Carpe diem», акцентируя внимание, что жизнь скоротечна, и нужно уметь ловить подходящий момент. Во всяком случае, у Робина Уильямса это точно получается в данной киноленте. Каждую сцену с Джоном Катингом ты восхищаешься его подходу к преподаванию, как он побуждает парней свободно мыслить, и рассказывает об Обществе мертвых поэтов, которое существовало во времена его обучения. Вдохновившись историей, часть учеников возрождает Общество, и читая различные стихи, они находят вкус жизни.

Но не одной историей Общества мертвых поэтов, которая скоро превращается в ячейку сопротивления устоям школы, может похвастать фильм. От основной линии мы плавно переходим к историям двух учеников, которых сыграли Роберт Шон Леонард и Итан Хоук. Молодой Уилсон из «Доктора Хауса» — это тот собирательный образ молодого романтика, который хочет «порхать, как бабочка», но жесткий отец «жалит, как пчела», принуждая его быть тем, кем выгодно старперу, но не сыну. Конфликт банален, и наталкивает меня на банальный вопрос — судя по тому, что не все могут похвастать благополучными семьями, которые поощряют полет мыслей детей, почему именно противоположная каста ответственна за перенаселение планеты?

История ученика с жабьим именем «Тодд», сыгранного Итаном Хоуком, как по мне, еще банальнее, чем конфликт поколений. Вдохновленный фразой «Carpe diem», он ухитряется с первого раза влюбиться в девушку, которая вроде и относится к нему хорошо, но встречается с неотесанным увальнем, с которым даже в люди выйти стыдно. Пожалуй, вопрос «Почему девушки из кино выбирают в бойфренды моральных уродов, а хорошие парни остаются за бортом?» можно открыть и сразу закрыть, объяснив это фразой «ПАТАМУШТА». Вон, даже подобные случаи встречаются в реальной жизни.

Ну да ладно, как бы я не хаял второстепенные сюжетные арки, сообщу, что все актеры хорошо справляются. Робин Уильямс так вообще само очарование. Сценаристы знают, где можно повеселить, а где надавить побольнее, и их труд был отмечен «золотым болванчиком». Оператор умеет выстроить хорошую картинку, особенно выделю тот момент, когда парень скатывается с холма на велосипеде, и огромная стая птиц взлетает в воздух. А вот монтажер ухитрился сразить меня наповал, наделив фильм привычкой обрывать определенные сцены на середине момента. С точки зрения смысла ничего не теряется, но со стороны это выглядит, как неуверенность девственника.

И да, после безвременной кончины Робина Уильямса фраза «О, капитан, мой капитан!» получила распространение в социальных сетях. Так обращались ученики к Катингу, который умел смеяться над школьной программой и списками литературы. И, как правило, под влиянием таких учителей стремишься не к банальному заучиванию предмету, а именно возникает тяга к чему-то. Как проучившийся при двух странах с идентичной системой образования заявляю, что литературная сфера на три четверти состояла из ванильных историй, хоть и написанных красиво. Зато жесть, подобная Стивену Кингу, Чаку Паланику и всяким циникам, совершенно точно сформировала во мне чувство сарказма, с которым я живу каждый день. Не существую, а именно живу.",1
Общество мёртвых поэтов,"Возможно, мнение моё об этом фильме будет предвзятым, потому что он затронул струны моей души именно тем, что в нём раскрывается извечная проблема отцов и детей, которая коснулась меня в моём детстве. И я до сих пор, уже набравшись жизненного опыта, жалею о том, что не воплотила свои мечты о профессии, которой 'горела' на этапе окончания школы, идя на поводу родителей. А ведь прошло много лет. Естественно, мой случай не единственный, так было, есть и будет.

И, в общем-то, этот фильм о жизни. С одной стороны я понимаю, что преподаватель, возможно, был не очень прав, яро пропагандируя свои принципы. Но, с другой стороны, за ним пошли не все. А именно те, кто имел так или иначе своё мнение, те, кто хотел двигаться тем путём свободы и независимости, те, кто хотел жить по своим правилам, при этом не делая ничего плохого, они лишь шли к своей мечте.

И я всё же на стороне Киттинга. Потому что считаю, что в 17 лет человек уже должен думать. Конечно, не стоит всех судить по себе, но та трагедия, которая произошла, случилась с человеком, думающим не так, как его родители. В каждой чёрточке его лица было видно сопротивление воле отца. Видно всем, кроме самого родителя, который почему-то не потрудился понять, а чего же хочет его умный ребёнок, он ведь в первую очередь, личность.

Не хотелось бы винить никого, здесь много факторов, которые повлияли на трагичное событие этой шедевральной картины.

Хочу сказать, что в фильме не сплошь печальные моменты. Он полон позитива, душевной теплоты и ностальгии по школьным годам. Я практически весь хронометраж по-доброму улыбалась.

А ещё, многие говорят, что кино- пустая трата времени, что оно ничему не учит. Это говорят те, кто или не смотрел такое кино, или те, кто не способен чувствовать. Это произведение нужно смотреть всем. Там столько цитат, которые ты 'пьёшь', словно воду в пустыне. В нём столько смысла, сколько не каждая книга передаст.

Конечно, игра актёров изумительна. Робин Уильямс, легенда, он был очень талантливым и многогранным. Мы будем помнить о нём всегда.

А как все актёры передавали свои эмоции, это чувствовалось сердцем.

Не ощущается, что фильм тридцатилетней давности. Всё это есть здесь и сейчас. Ты смотришь и переживаешь всё, что происходит, как будто бы ты внутри этого действия, как будто это моменты твоей жизни. У шедевра нет срока давности.

Ловите момент!

Рекомендую к просмотру всем.

Вы многое поймёте.

10 из 10",1
Общество мёртвых поэтов,"Кто такой 'мёртвый поэт'? Это человек, не растерявший смысл простой фразы - carpe diem. Эти люди поймали момент и их строки остались в памяти страниц.

И никто, даже самые идиотские авторы учебников о понимании поэзии не смогут разрушить эту оду к радости, грусти, любви. Чему угодно.

Этому пытался научить героев картины мистер Киттингс (Робин Уильямс), эксцентричный преподаватель литературы, слова которого будут пронесены через всю жизнь.

'Общество мёртвых поэтов' - это педагогическая поэма, гласящая о том, что быть вольнодумцем - это прекрасно. Что правила в такой тонкой штуке как искусство абсолютно неприемлемы. Всегда должна быть своя точка зрения.

Основные герои картины - это абсолютно разные по характеру мальчишки, из совершенно разных семей. Эти ребята живут с прекрасными юношескими мечтами, которые так редко понимает мир.

История созданного студентами 'общества мёртвых поэтов', эдакого литературного кружка посреди пещеры за речкой невероятно мотивирует и вдохновляет.

О капитан, мой капитан.",1
Общество мёртвых поэтов,"В заголовке этой рецензии я отразила одну из фраз, которые запомнятся вам на долго, а их после просмотра данного фильма будет предостаточно.

Фильм не является чем-то, что можно в любой момент включить и понять его. Для того, чтобы его понять нужно слушать каждое слово, то есть ловить момент. Каждая фраза здесь имеет большое значение, вам, как зрителю, что и остается как только поспевать за мыслями, щедро преподносящимися вам, авторами фильма.

На мой взгляд, основным месседжом фильма является не то, что нужно жить на полную катушку и наслаждаться каждым моментом, а то, что нужно учиться находить что-то среднее между конформизмом и этим уже пресловутым 'capre diem', то есть всегда пытаться найти баланс между своими мечтами и тем, что требует от тебя общество.

Одним из основных моментов, которые впечатляют в фильме, можно назвать актерский состав, Робину Уильямсу отдано уже много почестей, но их скорее всего никогда не будет достаточно. Не знаю как, но Робину и человеку, прописывавшего персонажа мистера Китинга, удалось сделать его максимально убедительным.

Также сильно запомнилась линия с учителем, который имел противоположное мнение мнению мистера Китинга, а затем мы видим его учеников, вышагивающими на улице во время урока. Мавр сделал свое дело.

После просмотра вам скорее всего покажется, что вы больше никогда не будете прежним, но к сожалению это чувство скорее всего покинет вас, так как сама жизнь вернет вас в этот суровый мир очередным пинком под зад, как звонок будильника в будний день возвращает вас к рутине, после блаженного сна.

Приятного просмотра!

9 из 10",1
Общество мёртвых поэтов,"Немногим об этом говорят, но очень важно, чтобы человек с юных лет обладал своим собственным мнением, своим голосом и самостоятельно выстраивал свою жизнь, не полагаясь на мнение толпы, или превращаясь в проект нереализованной мечты. Немногие фильмы посвящены этой теме, но, пожалуй, самой выдающейся работой по сей день остается культовая драма «Общество мёртвых поэтов».

Синопсис Ученики престижной школы-пансиона для мальчиков Уэлтон всегда жили и обучались по четырем строгим принципам: Традиция, Честь, Дисциплина и Совершенство. Но для семи юношей все меняется, когда руководство школы нанимает в качестве нового преподавателя английского языка и литературы мистера Китинга, отличающегося неортодоксальным подходом к обучению. Однажды он рассказывает об Обществе мёртвых поэтов, члены которого не просто читали стихи знаменитых поэтов, но обретали свой голос и прокладывали свой собственный путь в этой жизни.

Игра актёров Фильм отличается ярким и талантливым актерским составом, некоторые члены из которого впоследствии стали известными актёрами. Прежде всего, конечно, хотелось бы отметить Робина Уильямса в роли профессора Джона Китинга, который стал одним из немногих, кто решил отойти от изжившей себя системы, посредством литературы и поэзии преподать своим подопечным полезные уроки жизни. Из молодого состава стоит выделить совсем юного Роберта Шона Леонарда в роли Нила Перри, прилежного ученика, кто стал одним из первых, кто осознал важность самостоятельного определения собственного будущего, а посему ставшим наперекор мнению старших. Также нельзя не упомянуть совсем юного Итана Хоука в роли Тодда Андерсона, скромного юношу, в котором Китинг открыл потенциал настоящего поэта и художника.

Режиссура Это уже третий фильм Питера Уира, с творчеством которого мне довелось познакомиться после просмотра его предыдущих картин «Год, опасный для жизни» и «Свидетель». «Общество мёртвых поэтов» - это субстрат из драмы о взрослении, человеческих взаимоотношениях и борьбы против системы. С самого начала режиссер демонстрирует чопорную среду старинной американской школы-пансиона для мальчиков, где с момента основания продолжают поддерживаться строгие правила, которые якобы должны помочь подопечным стать успешными и найти место в этой жизни. Однако немногие, как профессор Китинг, видят, что система уже давно изжила себя и вместо помощи попросту губит людей, одни из которых становятся частью большой серой массы, пока не растворяются в ней, другие готовы наложить на себя руки. Не зря действие развивается в конце 50-х, когда только-только назревали перемены в обществе. Китинг, используя красоту форм и глубокий смысл, звучащий между строками великих авторов, лишь подталкивал молодое поколение к обретению собственного голоса. Конечно, как и в любой достойной психологической драме, конфликт и трагедия неизбежны, но они лишь окончательно открывают глаза юных героев на суть происходящего, внушая им больше смелости, чтобы не бояться прожить свои жизни так, как ОНИ этого хотят.

Сценарий На первый взгляд, может показаться, что сюжет фильма имеет довольно стандартную структуру, но постепенно, погружаясь в атмосферу фильма и проникаясь идеями, звучащими из уст героя Китинга, начинаешь понимать, за что картина была удостоена премии Оскар. Как уже было отмечено выше, действие развивается в конце 50-х в престижной школе для мальчиков Уэлтон. После ухода на пенсию преподавателя по литературе руководство нанимает своего выпускника профессора Китинга, отличающегося неортодоксальным методом преподавания. Вместо скучных лекций с разбором прочитанных произведений он из урока в урок пытается донести одну важную идею Carpe Diem («Лови момент»), ибо жизнь скоротечна, а ты рискуешь потерять ее, при этом не прожив по-настоящему. И несколько учеников серьезно проникаются идеей. Нил Перри, представляющий собой проект нереализованной мечты своего отца, идет наперекор мнению родителя и записывается в театральный кружок. Нокс Оверстрит решается признаться в чувствах девочке из общеобразовательной школы, не страшась тумаков от ее бойфренда. Тодд Эндерсон, скромный юноша из приличной семьи, наконец, обретает свой голос и открывает в себе неподдельный талант поэта. Однако свободомыслие не находит отклика со стороны старших, которые упорно пытаются противостоять самостоятельности ребят, что в итоге приводит к трагедии. Но это только сплачивает ребят, делая их бесстрашными перед любыми преградами.

Итог Справедливости ради нельзя не сказать об излишней сентиментальности, выраженной в ряде сцен фильма, особенно в эпизодах, где использован прием slow-motion. Несмотря на это, «Общество мёртвых поэтов» заслуженно можно отнести в разряду интеллектуального и философского кино, которое не только заставляет переживать за героев, но и задуматься над многими вещами.

8 из 10",1
